path,condition,age_group,source,strata
Derma AI Images/Scabies/Child/Visualdx/scabies-child-foot-visualdx-1.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-14.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-leg-visualdx-7.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-eye-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Infant/Visualdx/ringworm-infant-scalp-visualdx-6.jpg,Ringworm,Infant,Visualdx,Ringworm||Infant
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-22.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-elbow-visualdx-2.jpg,Cellulitis,Adult,cellulitis-adult-elbow-visualdx-2.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-neck-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-25.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-21.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-chest-visualdx-5.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-eye-visualdx-2.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Child/Visualdx/scabies-child-foot-visualdx-6.jpg,Scabies,Child,Visualdx,Scabies||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-leg-dermnet-8.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-33.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-8.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-8.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-skin-visualdx-10.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-fingers-visualdx-11.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-16.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-mouth-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-chest-visualdx-1.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-scalp-visualdx-6.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-13.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-dermatlas.jpg,Cellulitis,Adult,cellulitis-adult-skin-dermatlas.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-face_abdomen-visualdx.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-14.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-forehead-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Cellulitis/Adult/celllulitis-adult-foot-flickr-15.jpg,Cellulitis,Adult,celllulitis-adult-foot-flickr-15.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-leg-visualdx-13.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-foot-visualdx-3.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-feet-visualdx-8.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-hand-visualdx-28.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-13.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-eye-visualdx-2.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-dermnz-1.jpg,Cellulitis,Adult,cellulitis-adult-foot-dermnz-1.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-17.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-13.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-elbow-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-back-visualdx-6.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-chest-visualdx-3.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-fingers-visualdx-4.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-15.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-cheek-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Scabies/Adult/DermAtlas/scabies-adult-hand-dermatlas-5.jpg,Scabies,Adult,DermAtlas,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-22.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-gsa-1.jpg,Cellulitis,Adult,cellulitis-adult-leg-gsa-1.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-scalp-visualdx-8.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-2.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-24.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-7.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-toe-visualdx-3.jpg,Cellulitis,Adult,cellulitis-adult-toe-visualdx-3.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-7.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-ankle-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-18.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-chest-visualdx-3.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-20.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-8.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-8.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/celllulitis-adult-foot-flickr-8.jpg,Cellulitis,Adult,celllulitis-adult-foot-flickr-8.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-arm-visualdx-24.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-feet-visualdx-12.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-hand-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-chest-visualdx-4.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-arm-visualdx-2.jpg,Cellulitis,Adult,cellulitis-adult-arm-visualdx-2.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Child/DermAtlas/scabies-child-hand-dermatlas-1.jpg,Scabies,Child,DermAtlas,Scabies||Child
Derma AI Images/Cellulitis/Child/Visualdx/cellulitis-child-foot-visualdx-2.jpg,Cellulitis,Child,Visualdx,Cellulitis||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-22.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-legs-visualdx-1.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-13.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-neck-visualdx-9.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-leg-dermnet-7.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-13.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Scabies/Adult/DermIS/scabies-adult-buttock-dermis-2.jpg,Scabies,Adult,DermIS,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-chest-visualdx-1.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-armpit-visualdx.jpg,Cellulitis,Adult,cellulitis-adult-armpit-visualdx.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-pcds-1.jpg,Cellulitis,Adult,cellulitis-adult-scalp-pcds-1.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-buttocks-visualdx-5.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-arm-visualdx-13.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-leg-visualdx-11.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-pcds-4.jpg,Cellulitis,Adult,cellulitis-adult-scalp-pcds-4.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-arm-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Ringworm/Infant/Visualdx/ringworm-infant-face-visualdx-5.jpg,Ringworm,Infant,Visualdx,Ringworm||Infant
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-scalp-visualdx-14.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-leg-visualdx-11.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-face-visualdx-12.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-10.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-ankle-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-arm-visualdx-3.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-5.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-5.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-arm-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-neck-visualdx-7.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-thigh-visualdx-3.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-8.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-finger-visualdx-1.jpg,Cellulitis,Adult,cellulitis-adult-finger-visualdx-1.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-skin-visualdx-9.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Child/Visualdx/eczema-child-leg-visualdx-3.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-chest-gsa-5.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-back-visualdx-2.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-knee-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-eye-visualdx-26.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-chest-visualdx-1.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-12.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-15.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-neck-visualdx-10.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-gsa-2.jpg,Cellulitis,Adult,cellulitis-adult-leg-gsa-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-leg-visualdx-14.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-24.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-3.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-foot-visualdx-4.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-wrist-visualdx-7.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-7.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-mouth-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-pcds-11.jpg,Cellulitis,Adult,cellulitis-adult-leg-pcds-11.jpg,Cellulitis||Adult
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-arm-visualdx-2.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-visualdx-18.jpg,Cellulitis,Adult,cellulitis-adult-leg-visualdx-18.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-53.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-6.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Infant/Visualdx/scabies-infant-arm-visualdx-2.jpg,Scabies,Infant,Visualdx,Scabies||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-face-visualdx-18.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-scalp-webMD-4.jpg,Cellulitis,Adult,cellulitis-adult-scalp-webMD-4.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Child/Visualdx/dermatitis-child-face-visualdx-1.jpg,Dermatitis,Child,Visualdx,Dermatitis||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-eye-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-neck-visualdx-5.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-thigh-pcds-7.jpg,Cellulitis,Adult,cellulitis-adult-thigh-pcds-7.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-arm-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-chest-visualdx-2.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-46.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-4.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-ankle-visualdx-14.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-feet-visualdx-9.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-foot-visualdx-12.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-face-visualdx-2.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-thigh-visualdx-17.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-51.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-thigh-webMD-2.jpg,Cellulitis,Adult,cellulitis-adult-thigh-webMD-2.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-7.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-22.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Cellulitis/Infant/Visualdx/cellulitis-infant-scalp-visualdx.jpg,Cellulitis,Infant,Visualdx,Cellulitis||Infant
Derma AI Images/Scabies/Adult/DermNetNZ/scabies-adult-hand-dermnet-5.jpg,Scabies,Adult,DermNetNZ,Scabies||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-skin-visualdx-10.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Eczema/Infant/Visualdx/eczema-infant-shin-visualdx.jpg,Eczema,Infant,Visualdx,Eczema||Infant
Derma AI Images/Cellulitis/Adult/cellulitis-adult-leg-medscape-2.jpg,Cellulitis,Adult,cellulitis-adult-leg-medscape-2.jpg,Cellulitis||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-4.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Child/Visualdx/eczema-child-leg-visualdx-10.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-foot-dermnz-6.jpg,Cellulitis,Adult,cellulitis-adult-foot-dermnz-6.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-face-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-hand-gsa-21.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-chest-visualdx-4.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Scabies/Adult/Visualdx/scabies-adult-hand-visualdx-34.jpg,Scabies,Adult,Visualdx,Scabies||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-elbow-visualdx-1.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-face-visualdx-22.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-hand-visualdx-12.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Cellulitis/Adult/celllulitis-adult-leg-flickr-11.jpg,Cellulitis,Adult,celllulitis-adult-leg-flickr-11.jpg,Cellulitis||Adult
Derma AI Images/Cellulitis/Adult/cellulitis-adult-eye-visualdx-5.jpg,Cellulitis,Adult,cellulitis-adult-eye-visualdx-5.jpg,Cellulitis||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-39.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-45.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-shoulder-visualdx-4.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Scabies/Adult/Global Skin Atlas/scabies-adult-chest-gsa-2.jpg,Scabies,Adult,Global Skin Atlas,Scabies||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-cheek-visualdx-33.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-arm-visualdx-4.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Eczema/Child/Visualdx/eczema-child-arm-visualdx-14.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-skin-visualdx-5.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-eye-visualdx-4.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Dermatitis/Infant/Visualdx/dermatitis-infant-face-visualdx-3.jpg,Dermatitis,Infant,Visualdx,Dermatitis||Infant
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-scalp-visualdx-14.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-neck-chest-visualdx.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Ringworm/Child/Visualdx/ringworm-child-chest-visualdx-6.jpg,Ringworm,Child,Visualdx,Ringworm||Child
Derma AI Images/Cellulitis/Adult/cellulitis-adult-skin-flickr-2.jpg,Cellulitis,Adult,cellulitis-adult-skin-flickr-2.jpg,Cellulitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-back-visualdx-4.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-neck-visualdx-15.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-foot-visualdx-2.jpg,Eczema,Adult,Visualdx,Eczema||Adult
Derma AI Images/Dermatitis/Adult/Visualdx/dermatitis-adult-feet-visualdx-5.jpg,Dermatitis,Adult,Visualdx,Dermatitis||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-eye-visualdx-6.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-12.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Ringworm/Adult/Visualdx/ringworm-adult-skin-visualdx-15.jpg,Ringworm,Adult,Visualdx,Ringworm||Adult
Derma AI Images/Eczema/Child/Visualdx/eczema-child-cheek-visualdx-1.jpg,Eczema,Child,Visualdx,Eczema||Child
Derma AI Images/Eczema/Adult/Visualdx/eczema-adult-hand-visualdx-6.jpg,Eczema,Adult,Visualdx,Eczema||Adult
